molecule,smiles,Ro5,qed,sas,sas0-1,logp,tpsa,np,weight,validity,unique,novelty,diversity
<rdkit.Chem.rdchem.Mol object at 0x7f9a79af2e40>,COc1cc(Cn2nnc3c(N4CCOCC4)ncnc32)c(Cl)c(OC)c1OC,5,0.5906176589869042,2.6980626972394823,0.81,1.7853999999999994,96.65,-1.4585700299873101,420.8570000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9a79af2eb0>,COc1cc(NC(=O)c2cc3ccc(-c4cn[nH]c4)nc3s2)cc(OC)c1,5,0.547074326846012,2.5350064352108035,0.83,3.9559000000000015,89.13,-1.8181083900526886,380.42900000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9a79af2f90>,Cc1nc(N)nc(-c2cccc3ccncc23)n1,5,0.6997577241895966,2.310038207057003,0.85,1.9774199999999997,77.58,-1.0249810076660502,237.26600000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188040>,CN1CCN(CC(=O)NNC(=O)c2ccncc2)c2ccccc21,5,0.8164030040780467,2.226470262183998,0.86,0.7990000000000012,77.57000000000001,-1.7313878724249838,325.37200000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188120>,COc1ccc2c(c1)CCCN2c1nc(C)nc2c1cnn2C,5,0.7283490230594616,2.426172640106701,0.84,2.7646200000000007,56.07,-1.8787142646975088,309.373,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401880b0>,CC(=O)N1Cc2ccccc2CC1C(=O)NCCOc1ccc(C)cc1,5,0.8412292350056011,2.5033899408403997,0.83,2.46342,58.64,-1.028426726490954,352.43400000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188190>,CCN(CC)Cc1csc2nc(-c3ccc(O)cc3)c(C)c(C)c12,5,0.6994791067491016,2.5448697729911665,0.83,5.127540000000005,36.36,-1.1412743603824296,340.49200000000013,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188200>,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccccc2Cl)c2ccccc12,5,0.6742131699185768,2.125721654145714,0.87,3.7817000000000025,83.91000000000001,-1.2145330441655036,405.85900000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188270>,Nc1nc(N)c2c(Sc3cccc(Cl)c3)cccc2n1,5,0.7559976319660889,2.3644769289946783,0.85,3.5988000000000007,77.82,-1.31876267036322,302.79,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188350>,FC(F)(F)c1ccc(-c2nc(-n3ccnc3)cs2)cc1,5,0.7147700790282898,2.4490113419501416,0.84,4.0146000000000015,30.71,-2.284246617009805,295.28900000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401882e0>,COC1OC(=O)C(Cl)=C1Cl,5,0.5726687037401827,3.7001073488374763,0.7,1.2049,35.53,1.10618684890874,182.99,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401883c0>,Cn1nc(C(=O)Cn2cccn2)c2c1-c1sc(N)nc1CC2,5,0.7358209474779476,3.176184895648295,0.76,1.3037999999999998,91.62,-1.9688909008765227,314.37400000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188430>,Cc1cc(F)cc(CNc2nc(C)cc(-c3ccccc3)n2)c1,5,0.7702683812092003,2.024334178568239,0.89,4.511640000000003,37.81,-1.6128475064920387,307.372,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401884a0>,COc1cc2c(cc1OC)C(c1cc(OC)c(OC)c(OC)c1)CC(=O)N2,5,0.8380963338378559,2.712345340449687,0.81,3.2037000000000013,75.25,0.09326396965497408,373.40500000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188510>,CON=C(CN1CCCCC1)c1cccc(C(F)(F)F)c1,5,0.6273890973005638,2.3159247156081797,0.85,3.541800000000003,24.83,-1.3486665195368577,300.32399999999996,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188580>,CCCCN1CCC(N(CCC(C)C)S(=O)(=O)c2ccc3c(c2)OCO3)CC1,5,0.6209918081312464,2.417296931225467,0.84,3.7166000000000023,59.08000000000001,-1.2942197237409536,410.58000000000027,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188660>,CC1(C)C=Cc2cc(-c3cn(Cc4ccc(C(=O)O)cc4)nn3)ccc2O1,5,0.7630770131258898,2.5376600277720875,0.83,3.8758000000000017,77.24000000000001,0.003850308786807465,361.40100000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188740>,FC(F)(F)c1cc(-c2nc3ccccc3s2)cs1,5,0.6098339826123128,2.451966557213634,0.84,5.043600000000002,12.89,-1.89866888614745,285.315,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401887b0>,CC(C)c1ccnc2c1CCC1C(C)(C)CCCC21C,5,0.6807899298618476,3.5892442459822993,0.71,5.235200000000005,12.89,1.583244749933745,271.4479999999999,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188820>,COc1cc(OC)cc(C(=O)NNC(=O)c2ncno2)c1,5,0.7710292965465386,2.612556267107527,0.82,0.16159999999999985,115.58,-1.1413462250807047,292.25100000000003,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188890>,CCNC(=O)Nc1cnn2c(C)cc(C)nc12,5,0.8250507486817481,2.376280657126973,0.85,1.4875400000000003,71.32000000000001,-2.75321871395887,233.27499999999998,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188900>,Nc1ncc(-c2ccc(F)cc2)nc1NCCC1CCCN(Cc2ccccc2)C1,5,0.6022864050433955,2.7360909148463595,0.81,4.579100000000004,67.07,-1.297341142123527,405.52100000000024,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188970>,FC(F)(F)c1cnc(-c2nnc(Nc3ccccc3)o2)cn1,5,0.7998311068483517,2.4713892912526916,0.84,3.2890000000000006,76.73,-1.676454449885959,307.23500000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401889e0>,Cc1nnc2sc(C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc3)c(N)c2c1C,5,0.6879593244686142,2.4454833907105193,0.84,2.3929400000000003,118.28,-2.216372448831055,405.5050000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188ac0>,O=C(NCc1ccc(CNS(=O)(=O)c2ccccc2F)cc1)NC1CCC1,5,0.6781130368174116,2.001514828234784,0.89,2.6559000000000017,87.30000000000001,-1.8541576957345958,391.46800000000013,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188ba0>,O=C(NCc1cccc2c(O)cccc12)Nc1ccc(OCCN2CCCC2)cc1,5,0.5466429299964246,2.0656280537172123,0.88,4.341700000000003,73.83,-1.2807498566544766,405.49800000000033,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188b30>,Cc1ccc(S(=O)(=O)Nc2nc(C)c(C(=O)Nc3ccncc3F)s2)cc1,5,0.6766891646167494,2.2537671926072527,0.86,3.3471400000000013,101.05,-2.3979186643492887,406.46400000000006,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188c80>,Cc1cccc(Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2)c1,5,0.6541351907595064,1.6452781592535644,0.93,5.570420000000003,50.36,-1.4365016237339123,336.36600000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188d60>,CC1=CC(=O)C=C(N(C(=O)C(=O)NC2CC2)C2CCCCC2)C1=O,5,0.6262816252271408,2.976416720073935,0.78,1.4082999999999994,83.55000000000001,-0.40742991464192907,330.3840000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188cf0>,COC(=O)CCn1c2c(c3ccccc31)CCN(C(=O)c1ccc(O)cc1O)C2,5,0.6641675792636577,2.4448986926281666,0.84,2.8141000000000007,92.0,-0.5126461704284689,394.42700000000013,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188e40>,O=C(O)CC(NC(=O)c1cccc(N2CCCC2)n1)c1ccccc1Cl,5,0.8114992814607696,2.606566240216699,0.82,3.2810000000000024,82.53,-1.5171622799152507,373.84000000000003,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188eb0>,N#Cc1ccccc1Nc1nc(NCc2ccccc2)nc2ccccc12,5,0.5371661653678568,2.0457380772226372,0.88,4.857180000000002,73.63,-1.5815314939375522,351.41300000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188f20>,CCOC(=O)C1CC(CCCCCCC(=O)O)C(C(=O)O)O1,5,0.4670524436092476,3.564445652871628,0.72,1.8330000000000002,110.13000000000002,0.7136473584888001,316.34999999999997,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40188f90>,COc1ccc(OC)c(-c2csc(NN=C3CCN(C)CC3)n2)c1,5,0.8417883486448887,2.475574610010085,0.84,3.320800000000002,58.980000000000004,-1.3973068721265252,346.45600000000013,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182040>,O=C1CCC(O)=C1CCc1ccc(F)cc1,5,0.8498825209879635,2.3060592445791013,0.85,2.933300000000001,37.3,0.291096552600475,220.243,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401820b0>,COc1cc2c(c(OC)c1OC)C(c1ccccc1)CC(=O)N2,5,0.9416177688285943,2.6627505362008854,0.82,3.1865000000000006,56.790000000000006,0.16345093860005652,313.35300000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182190>,COC(=O)c1ccccc1C=NNC(=O)C1(c2cccc(C(F)(F)F)c2)CC1,5,0.48122338123962427,2.4630724797275985,0.84,3.6739000000000024,67.75999999999999,-1.2729985808160644,390.3610000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182200>,CCN1C(=Cc2ccc(CN3CCCCC3)o2)C(=O)c2ccccc21,5,0.7788752958179638,2.4821454406023538,0.84,4.329200000000004,36.69,-1.0059024364455962,336.43499999999995,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401822e0>,Cc1ccc(-c2nc(NC3CCC(F)(F)CC3)c3ccccc3n2)cc1,5,0.6663531301712866,2.3098565663867365,0.85,5.595020000000005,37.81,-1.1550532958100652,353.416,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182270>,c1ccc(-n2cc(COc3ccc4c(c3)OCO4)nn2)cc1,5,0.740126506636008,2.096446434109833,0.88,2.575,58.400000000000006,-1.4853048207881592,295.298,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182350>,Cc1cc(CCC(=O)c2cccc(O)c2)cc(O)c1O,5,0.5904271996730452,2.164226564622206,0.87,2.9273200000000017,77.76,0.6427020024880101,272.3,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401823c0>,COc1cc(C2CC(=O)c3c(cc(O)c4c3OCO4)O2)cc(OC)c1O,5,0.8606537064027001,3.266531295894083,0.75,2.5502000000000007,103.68000000000002,1.474268974452981,360.3180000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182430>,COc1cccc(-c2noc(CN(C(=O)OCc3ccccc3)C(C)(C)C)n2)c1,5,0.6028836090642742,2.319948974054059,0.85,4.682500000000004,77.69000000000001,-1.47302999729971,395.45900000000006,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182510>,COc1ccc(CCNC(=O)c2oc3ccccc3c(=O)c2O)cc1OC,5,0.6927429999269056,2.1690478241861992,0.87,2.4883000000000006,98.0,-0.18711555058127036,369.37300000000016,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182580>,CCN(CC)c1ccc(C(=O)NCc2ccc(NC(=O)C3CC3)cc2)cc1,5,0.7476977205973023,1.8584093626477376,0.9,3.811300000000003,61.440000000000005,-1.7989958123766594,365.47700000000015,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401825f0>,Nc1nc2oc3cc(F)cc(C4=NCCN4)c3c(=O)c2cc1C(=O)O,5,0.5945327493285484,3.1097145328799396,0.77,1.1105,130.80999999999997,-0.185913970794292,342.28600000000006,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182660>,CN(C)S(=O)(=O)c1ccc(COc2cc(=O)oc3ccccc23)cc1,5,0.654648704050215,2.0415707966162024,0.88,2.622300000000001,76.82,-0.865281078964444,359.4030000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401826d0>,CCCCN(CC)c1ncnc2c1ncn2C1CCN(S(C)(=O)=O)CC1,5,0.7308662370720963,2.672262155427834,0.81,2.0492,84.22,-1.4556790086424543,380.5180000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182740>,COc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,5,0.883006706721022,1.55549507931811,0.94,2.1941999999999995,92.7,-1.1717273503857524,307.327,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401827b0>,CC(=O)NC(=O)C1(N2CCCCC2)CCCc2ncsc21,5,0.9051632568160378,3.6769289990438363,0.7,1.8232999999999995,62.300000000000004,-0.5971610558998525,307.4189999999999,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182820>,O=C(Nc1ccccc1)Nc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1,5,0.6999403291557867,1.947265466304625,0.89,3.083000000000001,90.46000000000001,-1.7562426970729337,402.4580000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182900>,COc1ccc(CNC(=O)N2CCN(c3ccc(O)cc3)CC2)c2cccnc12,5,0.7137878661497946,2.169868767675073,0.87,2.9808000000000012,77.93,-1.322961773634131,392.4590000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182970>,CCN(Cc1cccs1)C(C)(C)C(=O)Nc1ccc(C2=NCCN2)cc1,5,0.7859062492922524,2.7707644166985883,0.8,3.3371000000000013,56.730000000000004,-1.520733076065416,370.5220000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401829e0>,O=C(OCc1cn(-c2ccccc2)nn1)c1cccc2c1C(=O)OC2,5,0.6803868115656349,2.4429797925517747,0.84,2.2947000000000006,83.31000000000002,-1.034367050917708,335.3190000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182a50>,O=C(Nc1ccc(Cl)nc1)Nc1nnc(Cc2cccc(Br)c2F)o1,5,0.6083115849661934,2.5964211170000446,0.82,4.254400000000001,92.94,-2.282611585899055,426.63300000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182ac0>,COc1ccc(-c2nc(S(=O)(=O)C=Cc3ccc(C)cc3)c(N)o2)cc1,5,0.7358586190168703,2.5023034620664006,0.83,3.6854200000000015,95.42,-0.7834841009123731,370.4300000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182c10>,COCCOc1ccc(C=NCc2ccc(C)cc2F)cc1,5,0.5754169917531108,2.2033211593845596,0.87,3.778420000000003,30.82,-1.335574520521018,301.361,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182c80>,OCC(Nc1ncnc2c1sc1ccccc12)c1ccccc1,5,0.596546205012882,2.71370845475292,0.81,3.990000000000003,58.04,-1.173369332511561,321.4050000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182cf0>,O=C(NCCc1csc(-c2ncccn2)n1)c1ccnc(Cl)c1,5,0.7188144051762924,2.3902208292310085,0.85,2.6210000000000004,80.66000000000001,-2.296917945247609,345.81500000000005,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182ba0>,CN1CCN(c2ccccc2NC(=O)c2ccc(C#N)cc2)CC1,5,0.9440846463749053,1.8484823023177768,0.91,2.562380000000001,59.37,-1.8467680031887002,320.3960000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182d60>,O=c1[nH]c2ccc(-c3nnn[nH]3)cc2c2c1CCCC2,5,0.7004964988984642,2.6661210105152957,0.81,1.5869999999999997,87.32,-1.2658901073305953,267.292,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182dd0>,COc1cc(C(F)(F)F)ccc1NC(=O)c1c(F)cccc1F,5,0.8543405627102868,1.936714959078051,0.9,4.244500000000001,38.33,-1.7424617479184443,331.24000000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182e40>,COc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,5,0.7476304597717714,1.786652930669952,0.91,4.796300000000003,29.46,-0.10882601623024497,282.364,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182eb0>,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ncc(Cc2ccncc2)s1,5,0.664413151509654,2.1807458474682804,0.87,5.079700000000002,66.91,-2.2521444413470744,379.27200000000016,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182f20>,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,5,0.8287537697131208,1.5937588895328645,0.93,2.7318000000000007,75.63,-0.9000083847920471,237.255,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40182f90>,CCCCn1c(=O)[nH]c2cc(C(=O)NC(C)c3ccc(Cl)cc3)ccc2c1=O,5,0.6633335599993989,2.5289644617358675,0.83,3.6343000000000023,83.96000000000001,-1.4298771717436465,399.87800000000016,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401810b0>,COc1ccccc1CN1CCC(N(Cc2ccc(Cl)cc2)C(=O)c2cccnc2)CC1,5,0.5059622533863968,2.149290774654002,0.87,5.050600000000005,45.67,-1.7628604091694655,449.98200000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181190>,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)OCO2,5,0.9338924687208671,1.732582929538502,0.92,2.2161,64.63000000000001,-1.3571961106335475,277.30100000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181200>,COC(=O)C1=C(C)NC(=O)NC1c1c(Cl)c(OC)cc2ccccc12,5,0.8232476873241299,2.881736915791654,0.79,3.3027000000000015,76.66,-0.45894206276821203,360.79700000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181270>,Cc1cccc(C=C2SC(=O)NC2=O)c1,5,0.737165125456632,2.179405646276445,0.87,2.3189200000000003,46.17,-1.5044644805069471,219.265,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401812e0>,O=c1cc(Cn2ccnc2)c2ccc(OCCCCc3ccc(Cl)cc3)cc2o1,5,0.30065968218515743,2.2887161432406824,0.86,5.092900000000005,57.260000000000005,-0.943867295265369,408.88500000000005,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401813c0>,O=[N+]([O-])c1ccccc1CNc1ccnc2cc(C(F)(F)F)ccc12,5,0.5449776165467052,2.1955360713414773,0.87,4.773900000000002,68.06,-1.7020117805306487,347.296,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181350>,O=C(Nc1ccc(Br)cc1)c1nccnc1NCc1ccccn1,5,0.7040574149223994,2.136409946847161,0.87,3.498500000000001,79.8,-1.8182561671457498,384.2370000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181430>,CC1(c2cc(NC3CCCNC3)ncc2F)CCSC(N)=N1,5,0.7936693334128793,3.8585659736117837,0.68,2.0514,75.33,-0.5848741798732681,323.44100000000003,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401814a0>,Fc1ccc(CN2CCC(Nc3nccc4cnccc34)CC2)cc1F,5,0.7693057628251236,2.2849177485729726,0.86,3.9845000000000033,41.05,-1.7833060783458612,354.40400000000017,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181510>,COc1ccc(C(=O)C=Cc2ccc(C(F)(F)F)cc2)cc1,5,0.6088399000081332,1.8130792209950801,0.91,4.610100000000003,26.3,-0.5229992096783544,306.28299999999996,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181580>,CCn1c(Sc2nc3ccccc3[nH]2)nnc1-c1ccc(Cl)cc1Cl,5,0.5138245696928044,2.3427070054074104,0.85,5.2993000000000015,59.39,-2.2832983890214043,390.2990000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401815f0>,CC1CN(CC2(O)CC2)CCN1c1nc(N)nc2cccnc12,5,0.8588194767106017,3.218032429692009,0.75,0.6423999999999997,91.4,-0.5819863197680261,314.393,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401816d0>,O=C(Cn1c(-c2cc(Cl)cs2)cc2ccccc21)N1CCCCC1,5,0.643780291704364,2.422643573220789,0.84,5.035700000000005,25.240000000000002,-1.5050255552286085,358.89400000000023,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181740>,O=c1oc2ccc(O)cc2cc1-c1ccc(Cl)c(Cl)c1,5,0.6746796731425007,2.081978432754074,0.88,4.472400000000001,50.44,-0.1569383330837949,307.13199999999995,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181660>,COC1C(=O)N(CCCCF)C1c1ccc(SC)cc1,5,0.4399698886150625,3.286840829398882,0.75,3.0565000000000015,29.54,-0.5964506799195699,297.39500000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401817b0>,CCCCOc1ccc2nc(N(C)C(=O)CC3CCCCN3CC)sc2c1,5,0.6139079161603765,2.904365696094043,0.79,4.702500000000005,45.67,-1.6358256735019372,389.56500000000017,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181820>,CONC(=O)c1sccc1-n1cnnn1,5,0.7442282840379617,2.786746714510535,0.8,0.014999999999999958,81.92999999999999,-3.245322760601992,225.23300000000003,0.83594,0.83594,0.95327,0.81057
