molecule,pocket_name,smiles,Ro5,qed,sas,sas0-1,logp,tpsa,np,weight
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a040>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a270>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a200>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a2e0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a350>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=CC2C=NC=CC2=N1,5,0.8499526425578912,3.432300359171765,0.73,2.6884000000000006,87.96,-0.6758381961379641,391.45200000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a580>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a120>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,5,0.5296230788321644,2.475696838168055,0.84,3.375300000000002,80.54,-1.7861423783326331,427.4320000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a6d0>,7d5u,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)n1cc2ccncc2c1,5,0.6003130038623393,2.9476300434719676,0.78,3.2113000000000014,93.53000000000002,-1.168496692615897,482.6060000000003
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a660>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a740>,7d5u,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,5,0.7649906394910095,2.013860874079043,0.89,2.7428000000000017,74.33,-2.4200035506397337,390.5340000000002
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a890>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a510>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a820>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a970>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=CC2C=NC=CC2=N1,5,0.8499526425578912,3.432300359171765,0.73,2.6884000000000006,87.96,-0.6758381961379641,391.45200000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59aac0>,7d5u,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1CC1c1cccnc1,5,0.7351155481962645,2.7449258056510466,0.81,3.656600000000002,76.13,-1.450362504103852,378.4530000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a900>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a9e0>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a7b0>,7d5u,CC(=O)NC(Cc1ccc(OC(F)(F)F)cc1)C(=O)NCc1ccc(F)cc1,5,0.7047770080457063,2.429726799398207,0.84,3.087900000000001,67.42999999999999,-0.9999744119875468,398.35600000000005
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59a4a0>,7d5u,O=C(NCC1CN(c2ccc(N3CCOCC3)cc2)C(=O)O1)c1ccc(Cl)cc1,5,0.812558175399786,2.5848317287043194,0.82,2.931800000000001,71.11,-1.5778450429121715,415.87700000000007
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59acf0>,7d5u,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1CC1c1cccnc1,5,0.7351155481962645,2.7449258056510466,0.81,3.656600000000002,76.13,-1.450362504103852,378.4530000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59ac10>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59ac80>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59ad60>,7d5u,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,5,0.6307445123645383,2.5121485785451423,0.83,2.699600000000001,110.75999999999999,-1.0407405791855706,459.5060000000003
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59af20>,7d5u,O=C(NCC1CN(c2ccc(N3CCOCC3)cc2)C(=O)O1)c1ccc(Cl)s1,5,0.8031503745840831,2.814331128402534,0.8,2.9933000000000014,71.11,-1.9191861088423925,421.90600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59aeb0>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=CC2C=NC=CC2=N1,5,0.8499526425578912,3.432300359171765,0.73,2.6884000000000006,87.96,-0.6758381961379641,391.45200000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59af90>,7d5u,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,5,0.6307445123645383,2.5121485785451423,0.83,2.699600000000001,110.75999999999999,-1.0407405791855706,459.5060000000003
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59ae40>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4c59aba0>,7d5u,O=C(c1ccc(F)c(O)c1)c1cccc(-c2cccc(O)c2F)n1,5,0.7202156327822011,2.399152436596218,0.84,3.669000000000001,70.42,-0.45242789595734584,327.28600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940200>,7d5u,O=C(NCC1CN(c2ccc(N3CCOCC3)cc2)C(=O)O1)c1ccc(Cl)s1,5,0.8031503745840831,2.814331128402534,0.8,2.9933000000000014,71.11,-1.9191861088423925,421.90600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9402e0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940120>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=CC2C=NN=C2N=C1,5,0.8436845374894734,3.4770576241290305,0.72,2.1605,100.32,-1.102917814514607,392.44000000000005
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940270>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940190>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940350>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9400b0>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940510>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940580>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940430>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940660>,7d5u,O=C(NCCn1ccnc1)c1cc(-c2ccc(F)cc2)cc(O)c1O,5,0.6224758996036238,2.2717736630455487,0.86,2.530400000000001,87.38000000000001,-1.2406712572652803,341.34200000000004
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9403c0>,7d5u,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)n1cc2ccncc2c1,5,0.6003130038623393,2.9476300434719676,0.78,3.2113000000000014,93.53000000000002,-1.168496692615897,482.6060000000003
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9405f0>,7d5u,O=C(c1ccc(F)c(O)c1)c1cccc(-c2cccc(O)c2F)n1,5,0.7202156327822011,2.399152436596218,0.84,3.669000000000001,70.42,-0.45242789595734584,327.28600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9407b0>,7d5u,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,5,0.7649906394910095,2.013860874079043,0.89,2.7428000000000017,74.33,-2.4200035506397337,390.5340000000002
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940890>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2cccc2c1,5,0.5249837846988268,2.469433489751765,0.84,3.9803000000000024,67.65,-1.7714208709685328,426.4440000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9404a0>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d9409e0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940900>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2cccc2c1,5,0.5249837846988268,2.469433489751765,0.84,3.9803000000000024,67.65,-1.7714208709685328,426.4440000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940b30>,7d5u,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,5,0.7649906394910095,2.013860874079043,0.89,2.7428000000000017,74.33,-2.4200035506397337,390.5340000000002
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940ac0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940740>,7d5u,O=C(NCC1CN(c2ccc(N3CCOCC3)cc2)C(=O)O1)c1ccc(Cl)s1,5,0.8031503745840831,2.814331128402534,0.8,2.9933000000000014,71.11,-1.9191861088423925,421.90600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940820>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940ba0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940c80>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940a50>,7d5u,O=C(c1ccc(F)c(O)c1)c1cccc(-c2cccc(=O)n2O)n1,5,0.568600831469827,2.6344357890646446,0.82,2.2233,92.42,-0.5440111275779708,326.2830000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940dd0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940d60>,7d5u,O=C(c1ccc(F)c(O)c1)c1cccc(-c2cccc(O)c2F)n1,5,0.7202156327822011,2.399152436596218,0.84,3.669000000000001,70.42,-0.45242789595734584,327.28600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940970>,7d5u,O=C(c1ccc(F)c(O)c1)c1cccc(-c2cccc(O)c2F)n1,5,0.7202156327822011,2.399152436596218,0.84,3.669000000000001,70.42,-0.45242789595734584,327.28600000000006
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940c10>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940e40>,7d5u,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,5,0.7649906394910095,2.013860874079043,0.89,2.7428000000000017,74.33,-2.4200035506397337,390.5340000000002
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940cf0>,7d5u,COc1ccc(C2(c3cc(-c4sc(C)nc4C)[nH]n3)CC2)cc1,5,0.7804008355851093,2.8147078203111118,0.8,4.238540000000002,50.8,-0.7996447615337565,325.43700000000007
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940f90>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940eb0>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f4d940f20>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf190>,7d5u,O=C(c1ccc(F)c(O)c1)c1cccc(-c2ccc(O)c(O)c2)n1,5,0.5078851346369639,2.2881765468143573,0.86,3.235500000000001,90.65,-0.3142792629246792,325.295
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf0b0>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf270>,7d5u,O=c1[nH]cnc2c(O)c(F)c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c12,5,0.5518438998176476,2.560746407182151,0.83,4.380000000000002,65.98,-0.4100772831320814,368.3140000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf200>,7d5u,COc1ccc(C2(c3cc(-c4sc(C)nc4C)[nH]n3)CC2)cc1,5,0.7804008355851093,2.8147078203111118,0.8,4.238540000000002,50.8,-0.7996447615337565,325.43700000000007
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf350>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf4a0>,7d5u,O=C(COc1ccc(Cl)cc1C(=O)c1ccccc1)NC1=NCN=CC1,5,0.8227280052744297,2.7173544125405833,0.81,2.8965000000000005,80.12,-1.096209065927835,369.8080000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf510>,7d5u,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,5,0.7649906394910095,2.013860874079043,0.89,2.7428000000000017,74.33,-2.4200035506397337,390.5340000000002
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf580>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf3c0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf5f0>,7d5u,COc1ccc(C2(c3cc(-c4sc(C)nc4C)[nH]n3)CC2)cc1,5,0.7804008355851093,2.8147078203111118,0.8,4.238540000000002,50.8,-0.7996447615337565,325.43700000000007
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf040>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf6d0>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)C1=CC2C=NN=C2N=C1,5,0.7417620465401249,3.6250786594691427,0.71,3.1793000000000013,100.32,-1.4105838402424373,460.43700000000007
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf740>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,5,0.5296230788321644,2.475696838168055,0.84,3.375300000000002,80.54,-1.7861423783326331,427.4320000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf7b0>,7d5u,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,5,0.7649906394910095,2.013860874079043,0.89,2.7428000000000017,74.33,-2.4200035506397337,390.5340000000002
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf660>,7d5u,CCCC(Sc1ccc(-c2ccc(C(=O)NC3CCS(=O)(=O)CC3)cc2)cc1)C(=O)O,5,0.5763881386040771,2.8355606206756026,0.8,4.006000000000003,100.54,-1.068348922546187,461.6050000000003
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf820>,7d5u,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)C1=CC2C=NN=C2N=C1,5,0.7417620465401249,3.6250786594691427,0.71,3.1793000000000013,100.32,-1.4105838402424373,460.43700000000007
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf900>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf970>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cfa50>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf9e0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cf430>,7d5u,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1,5,0.6099940883400593,3.322941044598217,0.74,2.4606000000000003,86.71000000000001,-0.31418438167334484,412.5110000000001
<rdkit.Chem.rdchem.Mol object at 0x7f7f720cfba0>,7d5u,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,5,0.6230598320689966,2.171479608191669,0.87,2.712200000000001,80.2,-1.7260088574831856,401.8750000000001
